Tree order	OS_name	Isolate name	Standardized name	Isolation	Ecological origins	Geographical origins	HO deletion	Plasmid class	Plasmid CN	Ploidy	Aneuploidies	Zygosity	Total number of SNPs	Proportion of clean heterozygous SNPs (whole dataset)	Number of singletons	Mean coverage	Clade	MTA (no distribution)	Collection / Provider	Reference
893	OS_108	YPS139	ANF	Soil beneath unidentified Quercus sp.	Soil	Pennsylvania, USA	no	none	0	2	euploid	homozygous	62,263	0.0	1	183	23. North American oak 		YPS collection / University of Pennsylvania, USA (Snigowski P.)	27
894	OS_110	YPS142	ANH	Bark of q.rubra	Nature	Pennsylvania, USA	no	none	0	2	euploid	homozygous	62,446	0.0	0	202	23. North American oak 		YPS collection / University of Pennsylvania, USA (Snigowski P.)	27
895	OS_105	YPS129	ANC	Flux from Quercus alba	Tree	Pennsylvania, USA	no	none	0	2	euploid	homozygous	62,601	0.0	27	226	23. North American oak 		YPS collection / University of Pennsylvania, USA (Snigowski P.)	27
896	OS_107	YPS134	ANE	Soil beneath Quercus velutina	Soil	Pennsylvania, USA	no	none	0	2	euploid	homozygous	62,452	0.0	2	193	23. North American oak 		YPS collection / University of Pennsylvania, USA (Snigowski P.)	27
897	OS_109	YPS141	ANG	Soil beneath Quercus velutina	Soil	Pennsylvania, USA	no	none	0	2	euploid	homozygous	62,526	0.0	17	215	23. North American oak 		YPS collection / University of Pennsylvania, USA (Snigowski P.)	27
898	OS_106	YPS133	AND	Soil beneath Quercus alba	Soil	Pennsylvania, USA	no	none	0	2	euploid	homozygous	62,591	0.0	0	238	23. North American oak 		YPS collection / University of Pennsylvania, USA (Snigowski P.)	27
899	OS_112	YPS154	ANK	Bark of q.velutina	Tree	Pennsylvania, USA	no	none	0	2	euploid	homozygous	62,497	0.0	11	224	23. North American oak 		YPS collection / University of Pennsylvania, USA (Snigowski P.)	27
900	OS_111	YPS143	ANI	Soil beneath(q.rubra)	Soil	Pennsylvania, USA	no	none	0	2	euploid	homozygous	62,732	0.0	0	272	23. North American oak 		YPS collection / University of Pennsylvania, USA (Snigowski P.)	27
901	OS_104	YPS128	AKN	Soil beneath Quercus alba	Soil	Pennsylvania, USA	no	none	0	2	euploid	homozygous	62,706	0.0	20	245	23. North American oak 		YPS collection / University of Pennsylvania, USA (Snigowski P.)	27
902	OS_1706	YJM1273	SACE_YBS	Quercus sp. 	Tree	Pennsylvania, USA	no	none	0	2	euploid	homozygous	63,960	0.0	12	309	23. North American oak 		Phaff collection	2
903	NA	YJM1434	SACE_YCU	Oak	Tree	Pennsylvania, USA	no	none	0	2	euploid	homozygous	64,035	0.0	12	291	23. North American oak 			2
904	OS_875	2163	BBR	Quercus faginea, 30C	Tree	Castellon, Spain	no	none	0	2	euploid	homozygous	65,253	0.0	624	236			Instituto de Agroquimica y Tecnologia de los Alimentos (IATA)-CSIC (Amparo Querol)	
905	OS_1727	YJM1402	SACE_YCO	Wine	Wine	NA	no	A	5	2	euploid	homozygous	55,007	0.0	36	154			Phaff collection	2
906	OS_542	YPS670	CMS	Quercus sp.	Tree	Pennsylvania, USA	no	none	0	2	euploid	homozygous	63,254	0.0	40	211			YPS collection / University of Pennsylvania, USA (Snigowski P.)	
907	OS_805	NC_02_b	ADG	Exudate from Quercus sp.	Tree	North Carolina, USA	yes	none	0	1	euploid	homozygous	63,527	0.0	21	265				1
908	OS_1590	N95-5-1A	CDP	Exudate of Quercus sp.	Tree	Augusta, MI 49012, USA	no	none	0	2	euploid	homozygous	63,585	0.0	24	267			State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
909	NA	YJM1573	SACE_YDI	Fermented food	Unknown	India	no	none	0	2	euploid	homozygous	64,303	0.0	23	118				2
910	OS_1383	CBS1592	ARH	Fermenting cacao	Fermentation	Java, Indonesia	no	C	85	2	aneu;+1*1;	heterozygous	67,859	9.4	1,380	211	24. Asian islands 		CBS collection (Nguyen H.V.)	
911	OS_1384	CBS1593	ARI	Fermenting cacao	Fermentation	Java, Indonesia	no	C	131	2	aneu;+2*1;+1*2;	heterozygous	70,548	14.4	1,564	210	24. Asian islands 		CBS collection (Nguyen H.V.)	
912	OS_722	CBS2992	AFK	Palm wine	Palm wine	Pakistan	no	none	0	2	euploid	homozygous	68,308	0.0	2,869	187	24. Asian islands 		CBS collection (Nguyen H.V.)	
913	OS_749	CBS3000	AHH	Palm wine	Palm wine	Denmark	yes	none	0	1	euploid	homozygous	68,352	0.0	2,479	203	24. Asian islands 		CBS collection (Nguyen H.V.)	
914	OS_1575	S11F3-6B	CCT	Phloem sap of Caryota urens	Tree	Sri Lanka	no	C	171	2	euploid	homozygous	68,304	0.0	2,678	223	24. Asian islands 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
915	OS_1576	S8BM-30-2D	CCV	Phloem sap of Caryota urens	Tree	Sri Lanka	no	C	91	2	euploid	homozygous	68,338	0.0	2,448	199	24. Asian islands 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
916	OS_1577	S8BM-32-4D(a)	CDA	Phloem sap of Caryota urens	Tree	Sri Lanka	yes	C	19	1	euploid	homozygous	68,336	0.0	2,481	247	24. Asian islands 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
917	OS_736	CBS1594	AGR	Plant	Nature	NA	yes	C	34	1	euploid	homozygous	67,676	0.0	2,366	189	24. Asian islands 		CBS collection (Nguyen H.V.)	
918	OS_1382	CBS1576	ARG	Exudate of Arenga sp.	Tree	Celebes, Sulavesi, Indonesia	no	C	66	2	euploid	homozygous	68,061	0.0	2,858	222	24. Asian islands 		CBS collection (Nguyen H.V.)	
919	OS_1725	YJM1400	SACE_YCM	Guava	Fruit	Philippines	no	C	52	2	euploid	homozygous	68,707	0.0	69	478	24. Asian islands 		Phaff collection	2
920	NA	YJM1479	SACE_YDE	Coconut tuba	Palm wine	Phillipines	no	C	46	2	euploid	homozygous	67,977	0.0	12	129	24. Asian islands 			2
921	OS_1726	YJM1401	SACE_YCN	Papaya	Fruit	Philippines	no	C	52	2	euploid	homozygous	64,919	0.0	1,781	357			Phaff collection	2
922	OS_1406	CLIB409	ASM	Sugar cane (plant)	Nature	Vietnam	no	none	0	3	aneu;+1*1;+1*6;+1*9;+1*16;	heterozygous	74,710	26.9	1,641	247			CLIB collection (Serge Casaregola)	
923	OS_1639	VNL3	CGH	Unknown	Unknown	Ha Noi, North Vietnam	no	none	0	3	euploid	heterozygous	77,009	29.5	2,786	268			INRA Gringnon, France (Nguyen H.V.)	
924	OS_1607	ATCC_52922-1C	CEP	Tapuy (rice wine)	Fermentation	Philippines	no	none	0	2	aneu;+1*8;	homozygous	63,858	0.0	3,416	295			State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
925	OS_1551	malade Darkman	CKR	Unknown	Human, clinical	France	no	none	0	2	aneu;+1*6;	heterozygous	63,224	9.9	1,082	204			Inserm Universite P. M. Curie, Paris, France (Hennequin C.)	
926	OS_1389	CBS2270	ARP	Japanese wine	Wine	Japan	no	none	0	2	aneu;+1*4;+1*11;+1*15;	heterozygous	64,226	4.2	1,444	256	25. Sake 		CBS collection (Nguyen H.V.)	
927	OS_818	CBS6414	AEF	Sake yeast	Sake	Japan	yes	none	0	1	euploid	homozygous	62,552	0.0	859	252	25. Sake 		CBS collection (Nguyen H.V.)	
928	OS_518	RIB6003	CMH	Sake	Sake	Japan	no	none	0	2	euploid	heterozygous	65,191	8.1	57	185	25. Sake 		National Research Institute of Brewing, Hiroshima	
929	OS_1387	CBS2188	ARM	Fruit of Eryobotrya japonica	Fruit	Japan	no	none	0	2	euploid	heterozygous	64,667	6.5	33	231	25. Sake 		CBS collection (Nguyen H.V.)	
930	OS_484	K5	CLI	Sake	Sake	Japan	no	none	0	2	euploid	heterozygous	65,124	6.5	18	241	25. Sake 		Washington University School of Medicine (Justin C Fay)	5
931	OS_520	RIB6005	CMK	Sake	Sake	Japan	no	none	0	2	euploid	heterozygous	64,627	6.1	11	188	25. Sake 		National Research Institute of Brewing, Hiroshima	
932	OS_492	UC5	CLQ	Sake	Sake	Japan	no	none	0	1	aneu;+1*1;	homozygous	62,379	0.0	651	191	25. Sake 		Washington University School of Medicine (Justin C Fay)	5
933	OS_489	K14	CLN	Sake	Sake	Japan	no	none	0	2	euploid	homozygous	62,276	0.0	462	207	25. Sake 		Washington University School of Medicine (Justin C Fay)	5
934	OS_724	CBS6413	AFN	Sake yeast	Sake	Japan	yes	none	0	1	euploid	homozygous	62,669	0.0	507	251	25. Sake 		CBS collection (Nguyen H.V.)	
935	OS_809	K12_2	ADQ	Sake (shochu)	Sake	Japan	yes	none	0	1	euploid	homozygous	62,621	0.0	431	208	25. Sake 		Kruglyak Laboratory	1
936	OS_823	CBS6412	AFM	Sake yeast	Sake	Japan	yes	none	0	1	euploid	homozygous	63,117	0.0	349	693	25. Sake 		CBS collection (Nguyen H.V.)	
937	OS_497	RIB0005	APA	Sake	Sake	Japan	no	none	0	2	euploid	heterozygous	63,466	3.3	268	202	25. Sake 		National Research Institute of Brewing, Hiroshima	
938	OS_503	RIB1005	BTS	Sake	Sake	Japan	no	none	0	2	aneu;+1*11;	heterozygous	65,973	8.4	519	271	25. Sake 		National Research Institute of Brewing, Hiroshima	
939	OS_495	RIB0003	ANT	Sake	Sake	Japan	no	none	0	2	aneu;+1*1;+1*8;	heterozygous	65,139	6.1	8	218	25. Sake 		National Research Institute of Brewing, Hiroshima	
940	OS_493	RIB0001	ANR	Sake	Sake	Japan	no	none	0	2	aneu;+1*1;	heterozygous	64,875	5.8	14	197	25. Sake 		National Research Institute of Brewing, Hiroshima	
941	OS_496	RIB0004	ANV	Sake	Sake	Japan	no	none	0	2	aneu;+1*1;+1*8;	heterozygous	65,208	6.1	8	217	25. Sake 		National Research Institute of Brewing, Hiroshima	
942	OS_684	K1_1	ADN	Sake	Sake	Japan	yes	none	0	1	euploid	homozygous	62,766	0.0	7	207	25. Sake 		Kruglyak Laboratory	1
943	OS_516	RIB6001	CMF	Sake	Sake	Japan	no	none	0	2	aneu;+1*3;	heterozygous	64,372	5.2	27	157	25. Sake 		National Research Institute of Brewing, Hiroshima	
944	OS_519	RIB6004	CMI	Sake	Sake	Japan	no	none	0	2	euploid	heterozygous	63,672	4.0	216	168	25. Sake 		National Research Institute of Brewing, Hiroshima	
945	OS_704	CBS436a	AAD	Moto (sake yeast starter)	Sake	Japan	no	none	0	2	aneu;+2*8;	homozygous	62,525	0.0	114	205	25. Sake 		CBS collection (Nguyen H.V.)	
946	OS_494	RIB0002	ANS	Sake	Sake	Japan	no	none	0	2	euploid	heterozygous	63,224	2.8	97	196	25. Sake 		National Research Institute of Brewing, Hiroshima	
947	OS_1369	CBS435	AQN	Moto (sake yeast starter)	Sake	Japan	no	none	0	2	euploid	heterozygous	63,555	4.1	69	221	25. Sake 		CBS collection (Nguyen H.V.)	
948	OS_488	K13	CLM	Sake	Sake	Japan	no	none	0	2	aneu;+1*3;	heterozygous	64,273	4.3	21	277	25. Sake 		Washington University School of Medicine (Justin C Fay)	5
949	OS_523	RIB0007	CMN	Sake	Sake	Japan	no	none	0	2	aneu;+1*1;	heterozygous	63,863	5.8	36	145	25. Sake 		National Research Institute of Brewing, Hiroshima	
950	OS_499	RIB1001	APC	Sake	Sake	Japan	no	none	0	2	euploid	heterozygous	64,509	3.8	13	284	25. Sake 		National Research Institute of Brewing, Hiroshima	
951	OS_500	RIB1002	APD	Sake	Sake	Japan	no	none	0	2	aneu;+1*9;	heterozygous	64,774	3.9	13	284	25. Sake 		National Research Institute of Brewing, Hiroshima	
952	OS_1434	CECT10711	AVC	Sake	Sake	Japan	no	none	0	2	aneu;-1*1;+1*9;+1*15;	heterozygous	64,054	2.8	9	252	25. Sake 		CECT collection	
953	OS_514	RIB1016	CMD	Sake	Sake	Japan	no	none	0	2	aneu;+1*3;+1*9;	heterozygous	63,917	3.4	16	148	25. Sake 		National Research Institute of Brewing, Hiroshima	
954	OS_490	K15	CLP	Sake	Sake	Japan	no	none	0	2	euploid	heterozygous	64,047	2.1	16	220	25. Sake 		Washington University School of Medicine (Justin C Fay)	5
955	OS_513	RIB1015	CMC	Sake	Sake	Japan	no	none	0	2	aneu;+1*14;	heterozygous	63,568	3.1	14	134	25. Sake 		National Research Institute of Brewing, Hiroshima	
956	OS_502	RIB1004	APF	Sake	Sake	Japan	no	none	0	2	euploid	heterozygous	64,072	2.8	18	210	25. Sake 		National Research Institute of Brewing, Hiroshima	
957	OS_501	RIB1003	APE	Sake	Sake	Japan	no	none	0	2	aneu;+1*3;+1*11;	heterozygous	64,029	2.5	4	220	25. Sake 		National Research Institute of Brewing, Hiroshima	
958	OS_1435	CECT10712	AVD	Sake	Sake	Japan	no	none	0	2	aneu;+1*3;+1*11;	heterozygous	63,593	1.8	7	233	25. Sake 		CECT collection	
959	OS_525	RIB6009	AVM	Sake	Sake	Japan	no	none	0	2	aneu;+1*3;+1*11;	heterozygous	63,786	2.2	12	217	25. Sake 		National Research Institute of Brewing, Hiroshima	
960	OS_509	RIB1011	CLT	Sake	Sake	Japan	no	none	0	2	aneu;+1*9;	heterozygous	63,853	2.6	4	181	25. Sake 		National Research Institute of Brewing, Hiroshima	
961	OS_508	RIB1010	CLS	Sake	Sake	Japan	no	none	0	2	euploid	heterozygous	63,872	2.2	8	197	25. Sake 		National Research Institute of Brewing, Hiroshima	
962	OS_515	RIB1017	CME	Sake	Sake	Japan	no	none	0	2	aneu;+1*9;	heterozygous	64,150	2.8	4	188	25. Sake 		National Research Institute of Brewing, Hiroshima	
963	OS_486	K10	CLL	Sake	Sake	Japan	no	none	0	2	euploid	heterozygous	63,904	2.7	11	188	25. Sake 		Washington University School of Medicine (Justin C Fay)	5
964	OS_506	RIB1008	CLR	Sake	Sake	Japan	no	none	0	2	euploid	heterozygous	63,666	2.0	2	206	25. Sake 		National Research Institute of Brewing, Hiroshima	
965	OS_521	RIB6006	CML	Sake	Sake	Japan	no	none	0	2	aneu;-1*1;	homozygous	62,051	0.0	13	130	25. Sake 		National Research Institute of Brewing, Hiroshima	
966	OS_522	RIB6007	CMM	Sake	Sake	Japan	no	none	0	2	aneu;+1*3;	heterozygous	63,682	3.8	445	122	25. Sake 		National Research Institute of Brewing, Hiroshima	
967	OS_512	RIB1014	CMB	Sake	Sake	Japan	no	none	0	2	aneu;+1*11;	heterozygous	63,648	2.3	16	177	25. Sake 		National Research Institute of Brewing, Hiroshima	
968	OS_524	RIB6008	AVL	Sake	Sake	Japan	no	none	0	2	aneu;+1*3;	heterozygous	63,678	2.5	9	195	25. Sake 		National Research Institute of Brewing, Hiroshima	
969	OS_510	RIB1012	CLV	Sake	Sake	Japan	no	none	0	2	aneu;+1*3;+1*9;	heterozygous	63,851	2.6	4	167	25. Sake 		National Research Institute of Brewing, Hiroshima	
970	OS_485	K9	CLK	Sake	Sake	Japan	no	none	0	2	aneu;+2*9;	heterozygous	64,501	2.8	9	275	25. Sake 		Washington University School of Medicine (Justin C Fay)	5
971	OS_504	RIB1006	CQQ	Sake	Sake	Japan	no	none	0	2	aneu;+1*3;	heterozygous	64,584	2.9	24	234	25. Sake 		National Research Institute of Brewing, Hiroshima	
972	OS_505	RIB1007	CQR	Sake	Sake	Japan	no	none	0	2	aneu;+1*3;	heterozygous	64,643	3.1	3	237	25. Sake 		National Research Institute of Brewing, Hiroshima	
973	OS_757	CBS440	AHQ	Molasses	Industrial	Taiwan	yes	none	0	1	euploid	homozygous	60,494	0.0	1,331	239	26. Asian fermentation 		CBS collection (Nguyen H.V.)	
974	OS_1642	BMQ557	CGL	Unknown	Unknown	Hai Phong, North Vietnam	no	none	0	2	euploid	heterozygous	66,127	15.6	1,569	316	26. Asian fermentation 		INRA Gringnon, France (Nguyen H.V.)	
975	OS_720	CBS1509	AFH	Distillery	Distillery	NA	yes	none	0	1	euploid	homozygous	61,502	0.0	273	484	26. Asian fermentation 		CBS collection (Nguyen H.V.)	
976	OS_731	CBS1480	AGG	Distillery	Distillery	NA	no	none	0	2	euploid	heterozygous	63,490	8.2	533	217	26. Asian fermentation 		CBS collection (Nguyen H.V.)	
977	OS_842	CBS1508	AEP	Starter for sorghum brandy	Distillery	NA	no	none	0	2	euploid	homozygous	61,295	0.0	322	327	26. Asian fermentation 		CBS collection (Nguyen H.V.)	
978	OS_1612	IFO_0289:4-3(b)	CEV	Moromi of Chinese wine kaoliangchiu	Distillery	China	yes	none	0	1	euploid	homozygous	62,046	0.0	497	564	26. Asian fermentation 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
979	OS_1640	Me7	CGI	Unknown	Unknown	Cai Be, South Vietnam	no	C	41	2	euploid	heterozygous	68,572	18.8	1,534	270	26. Asian fermentation 		INRA Gringnon, France (Nguyen H.V.)	
980	OS_1644	SGB1	CGN	Rice fermentation starter culture	Fermentation	Saigon, South Vietnam	no	C	28	2	euploid	heterozygous	67,289	15.0	116	224	26. Asian fermentation 		INRA Gringnon, France (Nguyen H.V.)	
981	OS_1645	SG4	CGP	Unknown	Unknown	Saigon, South Vietnam	no	C	24	2	euploid	heterozygous	68,647	18.3	174	247	26. Asian fermentation 		INRA Gringnon, France (Nguyen H.V.)	
982	OS_1638	TayTa	CGG	Unknown	Unknown	Long An, South Vietnam	no	none	0	2	euploid	heterozygous	66,586	13.6	460	231	26. Asian fermentation 		INRA Gringnon, France (Nguyen H.V.)	
983	OS_1647	VL5	CGR	Rice fermentation starter culture	Fermentation	Phan Thiet, South Vietnam	no	none	0	2	euploid	heterozygous	65,658	10.4	632	251	26. Asian fermentation 		INRA Gringnon, France (Nguyen H.V.)	
984	OS_1373	CBS1196	AQS	Arak Distillery	Distillery	Indonesia	no	none	0	2	aneu;+1*1;	heterozygous	62,590	3.9	940	215	26. Asian fermentation 		CBS collection (Nguyen H.V.)	
985	OS_1113	CLIB415	BEH	Fermenting rice (lao chao), Fermented beverage	Fermentation	Taiwan	no	C	42	2	euploid	homozygous	60,746	0.0	950	230	26. Asian fermentation 		CLIB collection (Serge Casaregola)	
986	OS_793	Y9_4	ACM	Ragi fermentation	Fermentation	Indonesia	yes	none	0	1	euploid	homozygous	61,466	0.0	7	216	26. Asian fermentation 		Kruglyak Laboratory	1
987	OS_253	K12	AKL	Sake	Sake	Japan	no	none	0	2	euploid	heterozygous	67,948	19.2	149	242	26. Asian fermentation 		Washington University School of Medicine (Justin C Fay)	
988	OS_675	YJM413_b	ABB	Blood	Human, clinical	USA	yes	none	0	1	euploid	homozygous	61,013	0.0	1	197	26. Asian fermentation 		Kruglyak Laboratory	1
989	OS_791	Y12_1b	ACK	Palm wine	Palm wine	Ivory Coast	yes	none	0	1	euploid	homozygous	61,198	0.0	2	223	26. Asian fermentation 		Kruglyak Laboratory	1
990	OS_806	T7_b	ADH	Exudate from Quercus sp.	Tree	Babler State Park, MO, USA	yes	none	0	1	euploid	homozygous	61,327	0.0	2	287	26. Asian fermentation 		Kruglyak Laboratory	1
991	NA	YJM1460	SACE_YDA	Palm Wine	Palm wine	Newcastle, UK	no	A	1	2	euploid	homozygous	60,697	0.0	13	219	26. Asian fermentation 			2
992	OS_598	CLQCA_10-620	ALB	Orthopteran insect	Insect	Pichincha, Ecuador	no	none	0	2	euploid	heterozygous	64,492	9.1	8	219	26. Asian fermentation 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
993	OS_593	CLQCA_05-006	AKR	Rotten fruit	Fruit	Guayas, Ecuador	no	none	0	2	euploid	heterozygous	64,803	9.0	56	299	26. Asian fermentation 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
994	OS_599	CLQCA_11-024	ALC	Unidentified aquatic plant	Nature	Cotopaxi, Ecuador	no	none	0	2	euploid	heterozygous	64,505	8.6	6	261	26. Asian fermentation 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
995	OS_604	CLQCA_19-011	ALH	Horse dung	Nature	Napo, Ecuador 	no	none	0	2	euploid	heterozygous	64,271	9.0	4	198	26. Asian fermentation 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
996	OS_597	CLQCA_10-619	ALA	Beetle	Insect	Pichincha, Ecuador	no	none	0	2	euploid	heterozygous	64,666	8.9	5	241	26. Asian fermentation 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
997	OS_606	CLQCA_24SC-235	ALK	Tree exudate (Bursera graveolens)	Tree	Galapagos, Ecuador	no	none	0	2	aneu;+1*5;	heterozygous	63,635	7.1	14	176	26. Asian fermentation 		National Collection of Yeast Cultures (NCYC)(Stephen A James) and Coleccion de Levaduras Quito Catolica (CLQCA)(Enrique Javier Carvajal Barriga)	
998	OS_1646	RR1a	CGQ	Unknown	Unknown	My Tho, South Vietnam	no	none	0	2	euploid	heterozygous	64,849	8.8	7	260	26. Asian fermentation 		INRA Gringnon, France (Nguyen H.V.)	
999	OS_1284	DBVPG5836	BRG	Soil close to plum tree, depth: 25 cm. Agricultural soil: presence of important vegetation, some fallen fruit (plum) rotting & insects. Average T (June): [max: 26.3C / min: 13.6C]. Precipitation (June): 17.4 mm.	Soil	District of Hamma Bouziane, Constantine, Algeria	no	none	0	3	euploid	heterozygous	65,134	8.7	25	271	26. Asian fermentation 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
1000	OS_1641	Lx2	CGK	Unknown	Unknown	Dong Thap, South Vietnam	no	none	0	2	euploid	heterozygous	64,887	9.1	8	253	26. Asian fermentation 		INRA Gringnon, France (Nguyen H.V.)	
1001	OS_1662	SBD	CHM	Bakery	Bakery	Northern Europe	no	none	0	2	euploid	heterozygous	65,121	9.5	4	296	26. Asian fermentation 	yes	INRA Moulon, France (Sicard D.)	
1002	OS_1158	CLIB1411	BHP	Rice wine, Oenology	Fermentation	Laos	no	none	0	2	euploid	heterozygous	66,366	13.5	13	222	26. Asian fermentation 		CLIB collection (Serge Casaregola)	
1003	OS_1159	CLIB1412	BHQ	Rice wine, Oenology	Fermentation	Laos	no	none	0	2	euploid	heterozygous	66,121	12.6	29	238	26. Asian fermentation 		CLIB collection (Serge Casaregola)	
1004	OS_1160	CLIB1413	BHR	Rice wine, Oenology	Fermentation	Laos	no	none	0	2	euploid	heterozygous	65,999	12.5	21	242	26. Asian fermentation 		CLIB collection (Serge Casaregola)	
1005	OS_1161	CLIB1414	BHS	Rice wine, Oenology	Fermentation	Laos	no	none	0	2	euploid	heterozygous	66,295	14.3	186	187	26. Asian fermentation 		CLIB collection (Serge Casaregola)	
1006	OS_1111	CLIB413	BEF	Fermenting rice	Fermentation	China	no	none	0	2	euploid	heterozygous	67,419	16.4	2,139	234	26. Asian fermentation 		CLIB collection (Serge Casaregola)	
1007	OS_1604	JCM_2985-4B	CEK	Fermented fish	Fermentation	Tailand	no	none	0	2	euploid	homozygous	62,045	0.0	242	235	26. Asian fermentation 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
1008	OS_1605	JCM_3529-7B	CEL	Fermented shrimp	Fermentation	Tailand	no	none	0	2	euploid	homozygous	62,121	0.0	259	292	26. Asian fermentation 		State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
1009	NA	YJM1388	SACE_YCJ	Fermented tapioca	Unknown	Malaya	no	none	0	2	aneu;+1*9;	homozygous	63,677	0.0	782	378	26. Asian fermentation 			2
1010	OS_1723	YJM1389	SACE_YCK	Sewage	Industrial	Thailand	no	A	1	2	euploid	homozygous	60,836	0.0	98	48	26. Asian fermentation 		Phaff collection	2
1011	NA	YJM1592	SACE_YDK	Sewage	Industrial	Thailand	no	none	0	2	euploid	homozygous	61,343	0.0	113	49	26. Asian fermentation 			2
